Year,Company,Genre,GlobalSales
1985,Nintendo,Platform,40.24
1985,Nintendo,Action,3.5
1985,Nintendo,Sports,1.96
1985,Nintendo,Platform,1.5
1985,Nintendo,Puzzle,1.32
1985,Nintendo,Fighting,1.05
1985,Nintendo,Puzzle,1.03
1985,Nintendo,Shooter,1
1985,Nintendo,Platform,0.92
1985,Nintendo,Platform,0.51
1985,Nintendo,Puzzle,0.41
1985,PC,Simulation,0.03
1986,Atari,Shooter,0.37
1986,Atari,Sports,0.29
1986,Nintendo,Action,6.51
1986,Nintendo,Sports,3.08
1986,Nintendo,Action,2.73
1986,Nintendo,Platform,2.65
1986,Nintendo,Role-Playing,2.52
1986,Nintendo,Sports,2.2
1986,Nintendo,Racing,1.96
1986,Nintendo,Platform,1.76
1986,Nintendo,Action,1.64
1986,Nintendo,Platform,1.5
1986,Nintendo,Shooter,1.36
1986,Nintendo,Platform,1.23
1986,Nintendo,Shooter,1.2
1986,Nintendo,Platform,1.2
1986,Nintendo,Action,1.15
1986,Nintendo,Action,1.14
1986,Nintendo,Platform,1.05
1986,Nintendo,Shooter,0.96
1986,Nintendo,Action,0.57
1987,Atari,Action,0.65
1987,Atari,Action,0.47
1987,Atari,Shooter,0.45
1987,Atari,Shooter,0.26
1987,Atari,Sports,0.08
1987,Atari,Sports,0.07
1987,Nintendo,Adventure,4.38
1987,Nintendo,Fighting,3.02
1987,Nintendo,Role-Playing,2.56
1987,Nintendo,Fighting,2.4
1987,Nintendo,Sports,2.15
1987,Nintendo,Sports,1.42
1987,Nintendo,Role-Playing,1.25
1987,Nintendo,Platform,0.93
1987,Nintendo,Role-Playing,0.84
1987,Nintendo,Platform,0.81
1988,Atari,Shooter,0.51
1988,Atari,Action,0.24
1988,Nintendo,Platform,1.43
1988,Nintendo,Platform,17.28
1988,Nintendo,Platform,7.46
1988,Nintendo,Puzzle,5.58
1988,Nintendo,Role-Playing,3.87
1988,Nintendo,Sports,2.42
1988,Nintendo,Racing,2.14
1988,Nintendo,Platform,1.56
1988,Nintendo,Action,1.51
1988,Nintendo,Role-Playing,1.25
1988,Nintendo,Sports,1.18
1988,Nintendo,Role-Playing,0.76
1988,PC,Simulation,0.03
1989,Atari,Action,0.47
1989,Atari,Puzzle,0.15
1989,Nintendo,Puzzle,30.26
1989,Nintendo,Platform,18.14
1989,Nintendo,Puzzle,5.34
1989,Nintendo,Sports,2.12
1989,Nintendo,Sports,1.99
1989,Nintendo,Puzzle,1.94
1989,Nintendo,Sports,1.61
1989,Nintendo,Misc,1.28
1989,Nintendo,Shooter,1.2
1989,Nintendo,Role-Playing,1.1
1989,Nintendo,Action,4.17
1989,Nintendo,Platform,1.67
1989,Nintendo,Role-Playing,1.1
1989,Nintendo,Platform,0.85
1989,Nintendo,Puzzle,0.06
1990,Nintendo,Racing,3.41
1990,Nintendo,Puzzle,1.15
1990,Nintendo,Sports,0.33
1990,Sega,Action,2.6
1990,Nintendo,Puzzle,4.85
1990,Nintendo,Role-Playing,3.12
1990,Nintendo,Action,2.23
1990,Nintendo,Sports,1.48
1990,Nintendo,Role-Playing,1.4
1990,Nintendo,Platform,1.19
1990,Nintendo,Platform,1.17
1990,Nintendo,Sports,0.3
1990,Nintendo,Platform,20.61
1990,Nintendo,Racing,2.85
1990,Nintendo,Action,1.56
1990,Nintendo,Simulation,1.14
1991,Nintendo,Adventure,1.76
1991,Nintendo,Racing,1.14
1991,Nintendo,Role-Playing,0.76
1991,Nintendo,Puzzle,0.73
1991,Nintendo,Role-Playing,0.38
1991,Nintendo,Platform,0.28
1991,Nintendo,Platform,0.28
1991,Nintendo,Strategy,0.18
1991,Nintendo,Action,0.06
1991,Sega,Platform,4.34
1991,Nintendo,Puzzle,1.75
1991,Nintendo,Action,1.39
1991,Nintendo,Sports,1
1991,Nintendo,Platform,0.93
1991,Nintendo,Puzzle,0.44
1991,Nintendo,Puzzle,0.32
1991,Nintendo,Sports,0.28
1991,Nintendo,Action,4.61
1991,Nintendo,Simulation,1.98
1991,Nintendo,Role-Playing,1.77
1991,Nintendo,Shooter,1.65
1991,Nintendo,Platform,1.18
1991,Nintendo,Platform,0.63
1991,Nintendo,Adventure,0.48
1991,Nintendo,Action,0.42
1991,Nintendo,Fighting,0.39
1991,Nintendo,Sports,0.38
1991,Nintendo,Sports,0.33
1991,Nintendo,Strategy,0.33
1991,Nintendo,Role-Playing,0.29
1991,Nintendo,Action,0.28
1991,Nintendo,Strategy,0.25
1991,Nintendo,Shooter,0.23
1991,Nintendo,Sports,0.2
1991,Nintendo,Strategy,0.18
1991,Nintendo,Simulation,0.16
1991,Nintendo,Sports,0.15
1991,Nintendo,Shooter,0.12
1991,Nintendo,Misc,0.08
1991,Nintendo,Sports,0.07
1991,Nintendo,Role-Playing,0.05
1992,Nintendo,Adventure,11.18
1992,Nintendo,Platform,5.13
1992,Nintendo,Action,3.83
1992,Nintendo,Misc,2.19
1992,Nintendo,Puzzle,1.68
1992,Nintendo,Puzzle,1.24
1992,Nintendo,Puzzle,0.23
1992,Sega,Platform,6.03
1992,Sega,Fighting,2.67
1992,Sega,Sports,2.05
1992,Sega,Fighting,1.66
1992,Sega,Shooter,0.13
1992,Sega,Adventure,0.12
1992,Sega,Platform,0.04
1992,Nintendo,Puzzle,1.12
1992,Nintendo,Platform,0.79
1992,Nintendo,Fighting,0.07
1992,PC,Simulation,2.14
1992,PC,Adventure,0.78
1992,PC,Strategy,0.06
1992,PC,Shooter,0.03
1992,PC,Strategy,0.01
1992,Nintendo,Racing,8.76
1992,Nintendo,Fighting,6.3
1992,Nintendo,Fighting,4.1
1992,Nintendo,Role-Playing,2.79
1992,Nintendo,Misc,2.75
1992,Nintendo,Role-Playing,2.45
1992,Nintendo,Platform,1.21
1992,Nintendo,Role-Playing,0.97
1992,Nintendo,Role-Playing,0.58
1992,Nintendo,Puzzle,0.57
1992,Nintendo,Sports,0.46
1992,Nintendo,Fighting,0.39
1992,Nintendo,Strategy,0.29
1992,Nintendo,Sports,0.28
1992,Nintendo,Racing,0.28
1992,Nintendo,Platform,0.22
1992,Nintendo,Adventure,0.16
1992,Nintendo,Sports,0.16
1992,Nintendo,Shooter,0.13
1992,Nintendo,Role-Playing,0.07
1992,Nintendo,Fighting,0.06
1993,Sega,Strategy,0.19
1993,Sega,Fighting,0.15
1993,Sega,Adventure,0.07
1993,Sega,Action,0.07
1993,Sega,Action,0.07
1993,Sega,Platform,0.05
1993,Sega,Role-Playing,0.05
1993,Nintendo,Platform,1.75
1993,Nintendo,Puzzle,0.98
1993,Nintendo,Platform,0.52
1993,Nintendo,Action,0.36
1993,SNK,Fighting,0.14
1993,SNK,Fighting,0.07
1993,SCD,Platform,1.5
1993,Nintendo,Platform,10.55
1993,Nintendo,Shooter,2.99
1993,Nintendo,Fighting,2
1993,Nintendo,Fighting,1.93
1993,Nintendo,Role-Playing,1.83
1993,Nintendo,Platform,1.75
1993,Nintendo,Puzzle,1.7
1993,Nintendo,Fighting,1.45
1993,Nintendo,Fighting,1.2
1993,Nintendo,Role-Playing,1.17
1993,Nintendo,Platform,1.16
1993,Nintendo,Role-Playing,1.15
1993,Nintendo,Action,1.02
1993,Nintendo,Sports,0.8
1993,Nintendo,Role-Playing,0.78
1993,Nintendo,Fighting,0.73
1993,Nintendo,Sports,0.69
1993,Nintendo,Strategy,0.62
1993,Nintendo,Platform,0.56
1993,Nintendo,Sports,0.53
1993,Nintendo,Sports,0.53
1993,Nintendo,Puzzle,0.49
1993,Nintendo,Platform,0.46
1993,Nintendo,Fighting,0.45
1993,Nintendo,Fighting,0.36
1993,Nintendo,Racing,0.35
1993,Nintendo,Role-Playing,0.32
1993,Nintendo,Platform,0.31
1993,Nintendo,Fighting,0.27
1993,Nintendo,Action,0.22
1993,Nintendo,Misc,0.19
1993,Nintendo,Simulation,0.19
1993,Nintendo,Sports,0.18
1993,Nintendo,Sports,0.17
1993,Nintendo,Role-Playing,0.13
1993,Nintendo,Sports,0.12
1993,Nintendo,Sports,0.11
1993,Nintendo,Role-Playing,0.11
1993,Nintendo,Shooter,0.09
1993,Nintendo,Action,0.07
1993,Nintendo,Misc,0.06
1993,Nintendo,Platform,0.06
1993,Nintendo,Role-Playing,0.05
1993,Nintendo,Misc,0.05
1993,Nintendo,Sports,0.05
1993,Nintendo,Racing,0.01
1994,3DO Company ,Puzzle,0.02
1994,Nintendo,Platform,5.19
1994,Nintendo,Platform,3.91
1994,Nintendo,Platform,3.07
1994,Sega,Platform,1.82
1994,Sega,Platform,1.76
1994,Sega,Platform,1.41
1994,Sega,Fighting,1.34
1994,Sega,Sports,1.11
1994,Sega,Racing,0.26
1994,Sega,Role-Playing,0.14
1994,Sega,Fighting,0.08
1994,Sega,Role-Playing,0.08
1994,Sega,Sports,0.04
1994,Sega,Platform,0.04
1994,Sega,Misc,0.03
1994,Nintendo,Role-Playing,0.11
1994,SNK,Fighting,0.25
1994,SNK,Fighting,0.23
1994,SNK,Fighting,0.2
1994,SNK,Fighting,0.12
1994,PC,Shooter,3.61
1994,PC,Adventure,2.81
1994,PC,Misc,2.39
1994,PC,Strategy,2.08
1994,PC,Shooter,1.95
1994,PC,Fighting,0.01
1994,Sony,Fighting,1.27
1994,Sony,Racing,0.79
1994,Sony,Shooter,0.78
1994,Sony,Simulation,0.57
1994,Sony,Sports,0.45
1994,Sony,Sports,0.38
1994,Sony,Shooter,0.37
1994,Sony,Shooter,0.33
1994,Sony,Strategy,0.25
1994,Sony,Simulation,0.19
1994,Sony,Fighting,0.11
1994,Sony,Sports,0.11
1994,Sony,Shooter,0.11
1994,Sony,Role-Playing,0.1
1994,Sony,Role-Playing,0.08
1994,Sony,Racing,0.07
1994,Sony,Adventure,0.06
1994,Sega,Fighting,1.07
1994,Sega,Racing,0.55
1994,Sega,Sports,0.3
1994,Sega,Simulation,0.28
1994,Sega,Shooter,0.25
1994,Sega,Shooter,0.2
1994,Sega,Racing,0.18
1994,Sega,Fighting,0.12
1994,Sega,Fighting,0.12
1994,Sega,Platform,0.09
1994,Sega,Simulation,0.08
1994,Sega,Racing,0.07
1994,Sega,Shooter,0.06
1994,Sega,Sports,0.06
1994,Sega,Adventure,0.06
1994,Sega,Fighting,0.05
1994,Sega,Sports,0.04
1994,Sega,Fighting,0.04
1994,Sega,Sports,0.02
1994,SCD,Strategy,0.14
1994,SCD,Racing,0.07
1994,SCD,Role-Playing,0.06
1994,SCD,Misc,0.05
1994,SCD,Misc,0.05
1994,Nintendo,Platform,9.3
1994,Nintendo,Role-Playing,3.42
1994,Nintendo,Platform,1.79
1994,Nintendo,Fighting,1.53
1994,Nintendo,Action,1.42
1994,Nintendo,Sports,1.39
1994,Nintendo,Simulation,0.91
1994,Nintendo,Sports,0.87
1994,Nintendo,Adventure,0.81
1994,Nintendo,Puzzle,0.81
1994,Nintendo,Role-Playing,0.81
1994,Nintendo,Puzzle,0.7
1994,Nintendo,Role-Playing,0.7
1994,Nintendo,Sports,0.59
1994,Nintendo,Fighting,0.56
1994,Nintendo,Strategy,0.53
1994,Nintendo,Sports,0.53
1994,Nintendo,Shooter,0.46
1994,Nintendo,Simulation,0.43
1994,Nintendo,Sports,0.41
1994,Nintendo,Fighting,0.4
1994,Nintendo,Sports,0.39
1994,Nintendo,Sports,0.37
1994,Nintendo,Strategy,0.37
1994,Nintendo,Role-Playing,0.37
1994,Nintendo,Sports,0.36
1994,Nintendo,Fighting,0.36
1994,Nintendo,Role-Playing,0.36
1994,Nintendo,Platform,0.36
1994,Nintendo,Sports,0.33
1994,Nintendo,Role-Playing,0.32
1994,Nintendo,Fighting,0.31
1994,Nintendo,Role-Playing,0.3
1994,Nintendo,Misc,0.29
1994,Nintendo,Sports,0.28
1994,Nintendo,Sports,0.27
1994,Nintendo,Simulation,0.27
1994,Nintendo,Racing,0.2
1994,Nintendo,Strategy,0.19
1994,Nintendo,Shooter,0.18
1994,Nintendo,Fighting,0.16
1994,Nintendo,Role-Playing,0.12
1994,Nintendo,Fighting,0.12
1994,Nintendo,Role-Playing,0.08
1994,Nintendo,Sports,0.07
1994,Nintendo,Action,0.07
1994,Nintendo,Misc,0.05
1994,Nintendo,Role-Playing,0.03
1994,Nintendo,Role-Playing,0.03
1994,Nintendo,Action,0.03
1994,Nintendo,Action,0.03
1994,Nintendo,Fighting,0.02
1994,Nintendo,Sports,0.02
1995,3DO Company ,Adventure,0.06
1995,3DO Company ,Simulation,0.02
1995,Nintendo,Platform,2.36
1995,Nintendo,Puzzle,0.62
1995,Nintendo,Puzzle,0.32
1995,Nintendo,Misc,0.3
1995,SNK,Fighting,0.2
1995,SNK,Fighting,0.08
1995,SNK,Fighting,0.03
1995,SNK,Sports,0.02
1995,PC,Strategy,4.21
1995,PC,Misc,0.02
1995,Sony,Misc,3.84
1995,Sony,Fighting,3.24
1995,Sony,Platform,3.03
1995,Sony,Simulation,1.83
1995,Sony,Action,1.56
1995,Sony,Racing,1.27
1995,Sony,Role-Playing,1.11
1995,Sony,Racing,1.07
1995,Sony,Racing,1
1995,Sony,Racing,0.9
1995,Sony,Platform,0.87
1995,Sony,Sports,0.85
1995,Sony,Fighting,0.76
1995,Sony,Fighting,0.71
1995,Sony,Role-Playing,0.6
1995,Sony,Simulation,0.58
1995,Sony,Role-Playing,0.57
1995,Sony,Fighting,0.55
1995,Sony,Sports,0.5
1995,Sony,Action,0.47
1995,Sony,Simulation,0.46
1995,Sony,Role-Playing,0.45
1995,Sony,Action,0.45
1995,Sony,Fighting,0.36
1995,Sony,Fighting,0.33
1995,Sony,Misc,0.32
1995,Sony,Sports,0.31
1995,Sony,Platform,0.3
1995,Sony,Sports,0.28
1995,Sony,Shooter,0.27
1995,Sony,Sports,0.25
1995,Sony,Strategy,0.24
1995,Sony,Sports,0.24
1995,Sony,Sports,0.24
1995,Sony,Shooter,0.23
1995,Sony,Puzzle,0.2
1995,Sony,Sports,0.19
1995,Sony,Fighting,0.17
1995,Sony,Role-Playing,0.17
1995,Sony,Racing,0.17
1995,Sony,Role-Playing,0.16
1995,Sony,Sports,0.16
1995,Sony,Shooter,0.16
1995,Sony,Role-Playing,0.15
1995,Sony,Shooter,0.14
1995,Sony,Simulation,0.14
1995,Sony,Action,0.14
1995,Sony,Shooter,0.14
1995,Sony,Strategy,0.13
1995,Sony,Strategy,0.13
1995,Sony,Shooter,0.13
1995,Sony,Sports,0.13
1995,Sony,Sports,0.13
1995,Sony,Strategy,0.12
1995,Sony,Misc,0.11
1995,Sony,Sports,0.11
1995,Sony,Strategy,0.11
1995,Sony,Shooter,0.11
1995,Sony,Adventure,0.11
1995,Sony,Shooter,0.1
1995,Sony,Fighting,0.1
1995,Sony,Action,0.1
1995,Sony,Strategy,0.09
1995,Sony,Simulation,0.09
1995,Sony,Shooter,0.09
1995,Sony,Shooter,0.09
1995,Sony,Action,0.09
1995,Sony,Fighting,0.08
1995,Sony,Sports,0.08
1995,Sony,Shooter,0.08
1995,Sony,Simulation,0.08
1995,Sony,Sports,0.08
1995,Sony,Simulation,0.08
1995,Sony,Adventure,0.07
1995,Sony,Sports,0.07
1995,Sony,Shooter,0.07
1995,Sony,Shooter,0.07
1995,Sony,Shooter,0.07
1995,Sony,Puzzle,0.06
1995,Sony,Shooter,0.06
1995,Sony,Puzzle,0.06
1995,Sony,Fighting,0.06
1995,Sony,Fighting,0.06
1995,Sony,Racing,0.05
1995,Sony,Shooter,0.05
1995,Sony,Platform,0.05
1995,Sony,Puzzle,0.05
1995,Sony,Shooter,0.05
1995,Sony,Simulation,0.04
1995,Sony,Shooter,0.04
1995,Sony,Simulation,0.04
1995,Sony,Misc,0.04
1995,Sony,Adventure,0.03
1995,Sony,Fighting,0.03
1995,Sony,Sports,0.03
1995,Sony,Platform,0.03
1995,Sony,Adventure,0.03
1995,Sony,Adventure,0.02
1995,Sony,Adventure,0.01
1995,Sega,Fighting,1.93
1995,Sega,Racing,1.16
1995,Sega,Shooter,0.62
1995,Sega,Fighting,0.42
1995,Sega,Action,0.41
1995,Sega,Fighting,0.4
1995,Sega,Role-Playing,0.38
1995,Sega,Shooter,0.37
1995,Sega,Shooter,0.34
1995,Sega,Fighting,0.34
1995,Sega,Fighting,0.32
1995,Sega,Shooter,0.31
1995,Sega,Role-Playing,0.3
1995,Sega,Role-Playing,0.29
1995,Sega,Fighting,0.28
1995,Sega,Fighting,0.23
1995,Sega,Sports,0.22
1995,Sega,Fighting,0.21
1995,Sega,Simulation,0.19
1995,Sega,Misc,0.19
1995,Sega,Shooter,0.17
1995,Sega,Sports,0.15
1995,Sega,Fighting,0.15
1995,Sega,Racing,0.14
1995,Sega,Shooter,0.13
1995,Sega,Racing,0.12
1995,Sega,Misc,0.12
1995,Sega,Strategy,0.11
1995,Sega,Misc,0.11
1995,Sega,Role-Playing,0.11
1995,Sega,Shooter,0.1
1995,Sega,Misc,0.1
1995,Sega,Misc,0.09
1995,Sega,Fighting,0.09
1995,Sega,Simulation,0.08
1995,Sega,Misc,0.08
1995,Sega,Strategy,0.08
1995,Sega,Strategy,0.08
1995,Sega,Racing,0.07
1995,Sega,Misc,0.07
1995,Sega,Adventure,0.06
1995,Sega,Adventure,0.06
1995,Sega,Shooter,0.06
1995,Sega,Misc,0.05
1995,Sega,Puzzle,0.05
1995,Sega,Adventure,0.05
1995,Sega,Misc,0.04
1995,Sega,Misc,0.04
1995,Sega,Adventure,0.03
1995,Sega,Fighting,0.03
1995,Sega,Shooter,0.03
1995,Sega,Misc,0.02
1995,Nintendo,Platform,5.15
1995,Nintendo,Platform,4.12
1995,Nintendo,Fighting,3.2
1995,Nintendo,Role-Playing,3.19
1995,Nintendo,Role-Playing,2.31
1995,Nintendo,Role-Playing,1.3
1995,Nintendo,Sports,1.15
1995,Nintendo,Sports,1.01
1995,Nintendo,Role-Playing,0.89
1995,Nintendo,Role-Playing,0.71
1995,Nintendo,Strategy,0.6
1995,Nintendo,Simulation,0.49
1995,Nintendo,Puzzle,0.47
1995,Nintendo,Misc,0.47
1995,Nintendo,Sports,0.45
1995,Nintendo,Sports,0.42
1995,Nintendo,Puzzle,0.41
1995,Nintendo,Role-Playing,0.4
1995,Nintendo,Role-Playing,0.4
1995,Nintendo,Strategy,0.38
1995,Nintendo,Action,0.35
1995,Nintendo,Platform,0.31
1995,Nintendo,Sports,0.3
1995,Nintendo,Role-Playing,0.3
1995,Nintendo,Fighting,0.28
1995,Nintendo,Platform,0.28
1995,Nintendo,Misc,0.28
1995,Nintendo,Sports,0.27
1995,Nintendo,Puzzle,0.27
1995,Nintendo,Fighting,0.21
1995,Nintendo,Strategy,0.2
1995,Nintendo,Sports,0.16
1995,Nintendo,Puzzle,0.15
1995,Nintendo,Role-Playing,0.13
1995,Nintendo,Role-Playing,0.11
1995,Nintendo,Role-Playing,0.1
1995,Nintendo,Racing,0.1
1995,Nintendo,Sports,0.1
1995,Nintendo,Role-Playing,0.09
1995,Nintendo,Platform,0.09
1995,Nintendo,Simulation,0.06
1995,Nintendo,Platform,0.06
1995,Nintendo,Adventure,0.05
1995,Nintendo,Sports,0.05
1995,Nintendo,Shooter,0.05
1995,Nintendo,Misc,0.05
1995,Nintendo,Puzzle,0.05
1995,Nintendo,Platform,0.04
1995,Nintendo,Role-Playing,0.04
1995,Nintendo,Racing,0.04
1995,Nintendo,Misc,0.03
1995,Nintendo,Strategy,0.03
1995,Nintendo,Misc,0.03
1995,Nintendo,Sports,0.03
1995,Hudson Soft,Adventure,0.14
1995,Hudson Soft,Shooter,0.02
1996,Nintendo,Role-Playing,31.37
1996,Nintendo,Platform,2.35
1996,Nintendo,Simulation,1.45
1996,Nintendo,Puzzle,0.35
1996,Nintendo,Role-Playing,0.27
1996,Nintendo,Puzzle,0.23
1996,Nintendo,Platform,11.89
1996,Nintendo,Racing,9.87
1996,Nintendo,Racing,2.94
1996,Nintendo,Action,2.65
1996,Nintendo,Racing,1.74
1996,Nintendo,Simulation,1.12
1996,Nintendo,Fighting,0.96
1996,Nintendo,Fighting,0.82
1996,Nintendo,Sports,0.53
1996,Nintendo,Action,0.26
1996,Nintendo,Sports,0.22
1996,Nintendo,Sports,0.2
1996,Nintendo,Sports,0.19
1996,Nintendo,Shooter,0.19
1996,Nintendo,Sports,0.19
1996,Nintendo,Simulation,0.16
1996,Nintendo,Misc,0.09
1996,Nintendo,Misc,0.09
1996,SNK,Fighting,0.06
1996,SNK,Fighting,0.04
1996,PC,Simulation,5.12
1996,PC,Strategy,2.85
1996,PC,Role-Playing,1.59
1996,PC,Action,1.03
1996,NEC,Role-Playing,0.03
1996,Sony,Platform,6.82
1996,Sony,Fighting,5.74
1996,Sony,Action,5.05
1996,Sony,Action,4.63
1996,Sony,Misc,4.05
1996,Sony,Action,3.77
1996,Sony,Fighting,2.79
1996,Sony,Racing,2.44
1996,Sony,Puzzle,2.4
1996,Sony,Misc,1.92
1996,Sony,Racing,1.83
1996,Sony,Fighting,1.59
1996,Sony,Shooter,1.54
1996,Sony,Racing,1.52
1996,Sony,Sports,1.4
1996,Sony,Sports,1.32
1996,Sony,Racing,1.31
1996,Sony,Sports,1.25
1996,Sony,Simulation,1.22
1996,Sony,Simulation,1.17
1996,Sony,Racing,1.17
1996,Sony,Racing,1.17
1996,Sony,Role-Playing,1.05
1996,Sony,Action,1.04
1996,Sony,Sports,1
1996,Sony,Role-Playing,0.95
1996,Sony,Misc,0.94
1996,Sony,Sports,0.92
1996,Sony,Fighting,0.92
1996,Sony,Platform,0.88
1996,Sony,Shooter,0.88
1996,Sony,Sports,0.87
1996,Sony,Fighting,0.85
1996,Sony,Adventure,0.83
1996,Sony,Racing,0.77
1996,Sony,Racing,0.76
1996,Sony,Shooter,0.72
1996,Sony,Shooter,0.67
1996,Sony,Fighting,0.62
1996,Sony,Role-Playing,0.55
1996,Sony,Shooter,0.55
1996,Sony,Misc,0.55
1996,Sony,Adventure,0.53
1996,Sony,Misc,0.53
1996,Sony,Sports,0.51
1996,Sony,Strategy,0.51
1996,Sony,Role-Playing,0.5
1996,Sony,Shooter,0.47
1996,Sony,Sports,0.47
1996,Sony,Sports,0.46
1996,Sony,Role-Playing,0.45
1996,Sony,Sports,0.44
1996,Sony,Role-Playing,0.44
1996,Sony,Sports,0.43
1996,Sony,Racing,0.41
1996,Sony,Misc,0.41
1996,Sony,Strategy,0.4
1996,Sony,Sports,0.38
1996,Sony,Action,0.38
1996,Sony,Action,0.34
1996,Sony,Racing,0.33
1996,Sony,Sports,0.33
1996,Sony,Action,0.32
1996,Sony,Adventure,0.31
1996,Sony,Fighting,0.3
1996,Sony,Misc,0.29
1996,Sony,Sports,0.29
1996,Sony,Misc,0.29
1996,Sony,Sports,0.29
1996,Sony,Fighting,0.27
1996,Sony,Simulation,0.27
1996,Sony,Fighting,0.27
1996,Sony,Role-Playing,0.26
1996,Sony,Sports,0.26
1996,Sony,Racing,0.25
1996,Sony,Racing,0.25
1996,Sony,Shooter,0.25
1996,Sony,Platform,0.25
1996,Sony,Sports,0.24
1996,Sony,Action,0.23
1996,Sony,Sports,0.22
1996,Sony,Sports,0.22
1996,Sony,Platform,0.21
1996,Sony,Adventure,0.21
1996,Sony,Role-Playing,0.21
1996,Sony,Role-Playing,0.2
1996,Sony,Misc,0.2
1996,Sony,Fighting,0.19
1996,Sony,Shooter,0.19
1996,Sony,Strategy,0.19
1996,Sony,Strategy,0.19
1996,Sony,Platform,0.19
1996,Sony,Misc,0.18
1996,Sony,Action,0.17
1996,Sony,Fighting,0.17
1996,Sony,Action,0.17
1996,Sony,Sports,0.17
1996,Sony,Misc,0.17
1996,Sony,Sports,0.16
1996,Sony,Fighting,0.16
1996,Sony,Racing,0.16
1996,Sony,Action,0.16
1996,Sony,Action,0.16
1996,Sony,Misc,0.15
1996,Sony,Adventure,0.15
1996,Sony,Fighting,0.14
1996,Sony,Sports,0.14
1996,Sony,Sports,0.14
1996,Sony,Puzzle,0.14
1996,Sony,Sports,0.14
1996,Sony,Simulation,0.13
1996,Sony,Fighting,0.12
